Title,Restaurant,Menu,Category,Description,Price,Status,Action,# Sides,Side:Cost(Choose #),Size(Choose 1),Options:Cost(Choose 1),Additional options(Choose 1),Additional options(Choose 1),Add-ons:Cost (Choose Any),Temp (Choose 1)
Anthony's Peanut Butter Burger,Mugshots,All Day,Specialty Burgers,Your choice of smooth or crunchy peanut butter.  Served with beer battered fries.,9.29,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Smooth, Crunchy",,Add Hickory Smoked Bacon:0.99,
Breakfast Burger,Mugshots,All Day,Specialty Burgers,"Hickory smoked bacon, fresh fried egg, melted American cheese, lettuce, tomato, and mayo. Served with beer battered fries.",9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.99",,"Add Grape Jelly:0.50, Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
Cliff's Comeback Burger,Mugshots,All Day,Specialty Burgers,"Hickory smoked bacon, melted pepper jack cheese, Comeback sauce, red onion, lettuce, tomato and topped off with an onion ring. Served with beer battered fries.",9.79,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.99",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
Da' Big Kahuna,Mugshots,All Day,Specialty Burgers,"Teriyaki sauce, hickory smoked bacon, grilled pineapple slices, lettuce, and tomato. Served with beer battered fries.",9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.99",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
Mac and Cheese Burger,Mugshots,All Day,Specialty Burgers,"Grilled fresh burger, hickory smoked bacon, and mac and cheese between two grilled cheese sandwiches.  Served with beer battered fries.",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.100",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
Patty Melt,Mugshots,All Day,Specialty Burgers,"Melted American & pepper jack cheeses, sautéed onions, Comeback sauce on sourdough toast. Served with beer battered fries.",9.29,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.101",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
Pizza Burger,Mugshots,All Day,Specialty Burgers,"Topped with pepperoni, marinara sauce, and mozzarella cheese. Served with beer battered fries.",9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.102",,"Add Sauteed Onions, Bell Peppers and Mushrooms:0.75",
"Red, White & Bleu Burger",Mugshots,All Day,Specialty Burgers,"Wang sauce, bleu cheese crumbles, ranch, lettuce, and tomato.  Served with beer battered fries.",9.49,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.103",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
The Steak Burger,Mugshots,All Day,Specialty Burgers,"Sirloin steak chopped and grilled with onions and bell peppers, melted Swiss cheese, served on top of our fresh grilled patty, with mayo, lettuce, and tomato. Served with beer battered fries.",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.104",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
The Texan Burger,Mugshots,All Day,Specialty Burgers,"Melted pepper jack cheese, fried onion strings, fried jalapeños, mayo, lettuce, and tomato.  Served with beer battered fries.",9.79,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free","Sub Grilled Veggies:1.29, Sub Loaded Mashed Potatoes:1.49, Sub Mashed Potatoes and Gravy:1.49, Sub Onion Rings:0.99, Sub Potato Salad:0.99, Sub Side Caesar Salad:1.99, Sub Side House Salad:1.99, Sub Steamed Veggies:1.29, Sub Sweet Potato Fries:0.105",,"Hickory Smoked Bacon:0.99, Chili:0.75, Cheese:0.75, Pineapple:0.75, Sauteed Mushrooms:0.75, Fried Egg:0.75, Onions & Peppers:0.75, Guacamole:0.75, Shrimp(4):2.99, Extra Patty:2.99",
Blankenshrooms,Mugshots,All Day,Starters,Fresh mushroom buttons hand battered in our house made batter and lightly fried. Served with house made ranch dippin’ sauce.,6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Toasted Sourdough, Wheat, Gluten Free",,,,
Buffalo Jack's Wangs (5 traditional),Mugshots,All Day,Starters,Jumbo wings tossed with your choice of sauce. Served with celery and house made ranch. mild • hot • bbq • sesame ginger lemon pepper • teriyaki • carolina gold BBQ honey hot • sweet chili • sriracha glaze mango habanero • garlic parmesan,6.49,Active,"Activate, Deactivate, Feature, Edit",0,,"5pc:6.49, 10pc:10.79, 15pc:15.29, 20pc:19.29","Mild, Hot, BBQ, Sesame Ginger, Lemon Pepper, Teriyaki, Carolina Gold BBQ, Honey Hot, Sweet Chili, Sriracha Glaze,  Mango Habanero, Garlic Parmesan",,,,
Cha-Cha-Chips,Mugshots,All Day,Starters,Chips and your choice of dip.,4.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Salsa, Rotel:5.79, Guacamole:5.99, Spinach & Artichoke:5.99",,,,
Davis Dill Pickle Chips,Mugshots,All Day,Starters,Sliced dill pickles hand battered and deep fried. Served with our own house made Comeback sauce.,6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Katie's Kickin' Chicken,Mugshots,All Day,Starters,Boneless chicken breast tenders hand breaded and fried or grilled. Served with honey mustard and beer battered fries... or have your tenders tossed in our Wang sauce and served with house made ranch.,6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Without Fries:6.99, Basket with Fries:8.59",,,,
Mug's Queso Dip,Mugshots,All Day,Starters,"Creamy white cheese, fresh ground beef, jalapeños and seasoning.",6.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pow Pow Shrimp,Mugshots,All Day,Starters,"A generous portion of shrimp, lightly battered and fried, tossed in our sweet ‘n spicy sauce.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Sean's Nachos,Mugshots,All Day,Starters,"A heaping basket of tortilla chips or beer battered fries topped with beef chili, rotel cheese, sour cream, jalapeños, diced tomatoes and red onions.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Chips, Fries",,,Guacamole:0.79,
Southwest Egg Rolls,Mugshots,All Day,Starters,"Shredded chicken breast, Monterey Jack cheese, corn, bell peppers, spinach, and black beans wrapped in a  our tortilla, lightly fried to a golden brown and served with sweet chili Thai sauce.",8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Tee's Cheese Wedges,Mugshots,All Day,Starters,Hand cut and battered mozzarella or pepper jack cheese wedges served with marinara.,7.59,Active,"Activate, Deactivate, Feature, Edit",0,,,"Mozzarella, Pepper Jack",,,,
The Mombo Combo,Mugshots,All Day,Starters,"Choose a portion of any three items: Wangs, Blankenshrooms, Dill Pickle Chips, Chicken Tenders, Tee's Cheese Wedges, Eggrolls, Sean's Nachos or Chips",11.29,Active,"Activate, Deactivate, Feature, Edit",,,,,,,,
Acqua Panna 1L,Newks Eatery,All Day,Beverages,"Acqua Panna® Natural Spring Water’s unique characteristics is its own mineral composition, maintained by its source which is sheltered by nature to help ensure its continuing quality. Acqua Panna® Natural Spring Water is bottled at the source coming naturally from its special place in nature.",3.79,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Acqua Panna 500ML,Newks Eatery,All Day,Beverages,"Acqua Panna® Natural Spring Water’s unique characteristics is its own mineral composition, maintained by its source which is sheltered by nature to help ensure its continuing quality. Acqua Panna® Natural Spring Water is bottled at the source coming naturally from its special place in nature.",1.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fountain Drink,Newks Eatery,All Day,Beverages,"Newk's cup with your choice of sweet tea, unsweet tea or sweetened with Splenda® tea or Coca-Cola products.",2.39,Active,"Activate, Deactivate, Feature, Edit",0,,,"Sweet Tea, Unsweet Tea, Sweetened with Splenda Tea, Coca-Cola Products",,,,
Kids Drink,Newks Eatery,All Day,Beverages,,0.75,Active,"Activate, Deactivate, Feature, Edit",0,,,"Sweet Tea, Unsweet Tea, Sweetened with Splenda Tea, Coca-Cola Products",,,,
Mott's Apple Juice,Newks Eatery,All Day,Beverages,,1.25,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Newk's 2-O,Newks Eatery,All Day,Beverages,$0.10 from every bottle of water sold will go to Ovarian Cancer Research Fund Alliance (OCRFA),1.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Orangina,Newks Eatery,All Day,Beverages,"Citrus beverage made from orange, lemon, and mandarin juice.",1.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
San Pellegrino 500ml,Newks Eatery,All Day,Beverages,,1.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
San Pellegrino litre,Newks Eatery,All Day,Beverages,,3.79,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Brownie,Newks Eatery,All Day,Desserts,Topped with chocolate ganache and white chocolate curls. Made from Newk's very own bakery.,1.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chocolate Cake Slice,Newks Eatery,All Day,Desserts,by the slice (selections differ daily). Made from Newk's very own bakery.,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Peanut Butter & Chocolate Cake Slice,Newks Eatery,All Day,Desserts,A dozen layers of white and devil’s food cake layered with chocolate ganache and peanut butter mousse. Made fresh in Newk’s own bakery.,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Peanut Butter & Chocolate Whoopie Pie,Newks Eatery,All Day,Desserts,,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Peanut Butter Crispy,Newks Eatery,All Day,Desserts,Big Crispy treat made with peanut butter and topped with chocolate. Made from Newk's very own bakery.,1.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Strawberry Cake Slice,Newks Eatery,All Day,Desserts,by the slice (selections differ daily). Made from Newk's very own bakery.,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
The Big Crispy,Newks Eatery,All Day,Desserts,Crispy treat made with real marshmallows and Grade A butter. Made from Newk's very own bakery.,1.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Caramel Cake Slice,Newks Eatery,All Day,Grab N Go,by the slice (selections differ daily). Made from Newk's very own bakery.,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Grab N Go Chicken Salad Bulk Container,Newks Eatery,All Day,Grab N Go,"Chicken salad - made from scratch with tender all-white meat, sliced grapes, pecans, diced red onion and mayo. Choice of 8oz, 16oz, and 32oz options.",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,"8oz:6.99, 16oz:11.99, 32oz:22.99",,,,,
Grab N Go Chicken Salad Sandwich,Newks Eatery,All Day,Grab N Go,"Served on your choice of Wheatberry or Croissant. All sandwiches served with a side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag.",8.09,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side",,"Wheatberry, Croissant",,,,
Grab N Go Cole Slaw,Newks Eatery,All Day,Grab N Go,"Choice of 4oz, 8oz, 16oz, or 32oz options.",1.49,Active,"Activate, Deactivate, Feature, Edit",0,,"4oz:1.49, 8oz:3:49, 16oz:4:59, 32oz:9:00",,,,,
Grab N Go Fresh Fruit,Newks Eatery,All Day,Grab N Go,"Choice of 4oz, 8oz, 16oz, or 32oz options.",1.49,Active,"Activate, Deactivate, Feature, Edit",0,,"4oz:1.49, 8oz:3:00, 16oz:6:00, 32oz:12:00",,,,,
Grab N Go Mac and Cheese,Newks Eatery,All Day,Grab N Go,"Asiago, Vermont white cheddar, Parmesan and Ammerländer Swiss cheeses folded into elbow pasta then topped with yellow cheddar. Served as a side or Entrée served with side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag",4.69,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side","7oz:4.69, 14oz:6.89",,,,,
Grab N Go Newk’s Signature Salad Dressings,Newks Eatery,All Day,Grab N Go,,6.00,Active,"Activate, Deactivate, Feature, Edit",0,,"16oz:6.00, 32oz:9.00","Ranch Dressing, Sherry Vinaigrette, Caesar Dressing, Greek Dressing, Balsamic Vinaigrette, Bleu Cheese Dressing, Rémoulade Dressing, White BBQ Sauce, Lemon Basil Vinaigrette, Ginger Wasabi Dressing, Fat Free Ranch:3:00",,,,
Grab N Go Pasta Salad,Newks Eatery,All Day,Grab N Go,"Choice of 4oz, 8oz, 16oz, or 32oz options.",1.49,Active,"Activate, Deactivate, Feature, Edit",0,,"4oz:1.49, 8oz:3:49, 16oz:5:49, 32oz:9.99",,,,,
Grab N Go Pimiento Cheese Bulk Container,Newks Eatery,All Day,Grab N Go,"Creamy pimiento cheese – made from scratch with aged yellow and Vermont white cheddar cheeses. Choice of 8oz, 16oz, and 32oz options.",4.99,Active,"Activate, Deactivate, Feature, Edit",0,,"8oz:4.99, 16oz:8.79, 32oz:15.79",,,,,
Grab N Go Pimiento Cheese Sandwich,Newks Eatery,All Day,Grab N Go,"Served on Wheatberry. All sandwiches served with a side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag.",6.89,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side",,,,,,
Grab N Go Pimiento Mac and Cheese,Newks Eatery,All Day,Grab N Go,"Asiago, Vermont white cheddar, Parmesan and Ammerländer Swiss cheeses folded into elbow pasta then topped with yellow cheddar. Served as a side or Entrée served with side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag",6.09,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side","7oz:6.09, 14oz:7.99",,,,,
Grab N Go Roast Beef Sandwich,Newks Eatery,All Day,Grab N Go,"Served on your choice of Wheatberry or Croissant. All sandwiches served with a side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag.",7.49,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side",,"Wheatberry, Croissant",,,,
Grab N Go Smoked Ham Sandwich,Newks Eatery,All Day,Grab N Go,"Served on your choice of Wheatberry or Croissant. All sandwiches served with a side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag.",6.99,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side",,"Wheatberry, Croissant",,,,
Grab N Go Soups,Newks Eatery,All Day,Grab N Go,All made from scratch from Newk’s original recipes. Choice of 16oz and 32oz soups.,7.19,Active,"Activate, Deactivate, Feature, Edit",0,,"16oz:7.19, 32oz:12.49","Loaded Potato, Broccoli Cheese Soup, Tomato Basil Soup, Lobster Crab Bisque",,,,
Grab N Go Tippah County Caviar,Newks Eatery,All Day,Grab N Go,"A zesty mix of black-eyed peas, green onions and bell peppers. Choice of 4oz, 8oz, 16oz, or 32oz options.",1.49,Active,"Activate, Deactivate, Feature, Edit",0,,"4oz:1.49, 8oz:3:00, 16oz:5:50, 32oz:11:00",,,,,
Grab N Go Turkey Breast Sandwich,Newks Eatery,All Day,Grab N Go,"Served on your choice of Wheatberry or Croissant. All sandwiches served with a side of your choice: Cole slaw, “Tippah County” caviar, pasta salad, fresh fruit or chips by the bag.",6.99,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side",,"Wheatberry, Croissant",,,,
Little Newk's Cheese Pizza,Newks Eatery,All Day,Little Newk's,"House-shredded mozzarella and tomato sauce on a 7"" hand-rolled crust. 12 and under; includes kid's fountain beverage, apple juice, or whole milk.",4.39,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Little Newk's Five Cheese Mac & Cheese,Newks Eatery,All Day,Little Newk's,"Rich and creamy blend of Asiago, Vermont white cheddar, imported Parmesan and Ammerländer Swiss cheeses folded into elbow pasta then topped with yellow cheddar, with choice of chips, applesauce or fresh fruit. 12 and under; Includes Kid's fountain beverage, apple juice, or whole milk",4.80,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Little Newk's Grilled Cheese,Newks Eatery,All Day,Little Newk's,"Aged cheedar cheese melted onto French Parisian bread, with choice of chips, applesauce or fresh fruit. 12 and under; Includes Kid's fountain beverage, apple juice, or whole milk",3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Little Newk's Pepperoni Pizza,Newks Eatery,All Day,Little Newk's,"Campioni pepperoni, house-shredded mozzarella and tomato sauce on a 7"" hand rolled crust. 12 and under; Includes Kid's fountain beverage, apple juice, or whole milk",4.85,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Little Newk's Six Cheese Pimiento Mac & Cheese with Bacon,Newks Eatery,All Day,Little Newk's,"Kids Pimiento mac & cheese and bacon with choice of chips, applesauce or fresh fruit. 12 and under; Includes Kid's fountain beverage, apple juice, or whole milk.",5.80,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Little Newk's Toasted Ham & Cheese,Newks Eatery,All Day,Little Newk's,"Smoked ham and aged cheddar cheese served warm on French Parisian bread, with choice of chips, applesauce or fresh fruit. 12 and under; Includes Kid's fountain beverage, apple juice, or whole milk",4.55,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Little Newk's Toasted Turkey & Cheese,Newks Eatery,All Day,Little Newk's,"Oven-roasted turkey and aged cheddar cheese served warm on French Parisian bread, with choice of chips, applesauce or fresh fruit. 12 and under; Includes Kid's fountain beverage, apple juice, or whole milk",4.55,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Mott's Apple Juice,Newks Eatery,All Day,Little Newk's,,1.25,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Mott's Applesauce,Newks Eatery,All Day,Little Newk's,,1.29,Active,"Activate, Deactivate, Feature, Edit",0,,,"Adult Fountain Drink:2.39, Apple Juice, Kids Fountain Drink, Milk, No Drink",,,,
Mac & Cheese,Newks Eatery,All Day,Mac and Cheese,"Mac & Cheese / Asiago, Vermont white cheddar, Parmesan and Ammerländer Swiss cheeses folded into elbow pasta then topped with yellow cheddar.",4.89,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side","Side:4.89, Entrée:6.99",,,,,
Pimiento Mac & Cheese,Newks Eatery,All Day,Mac and Cheese,Five Cheese Mac with the extra creamy kick of pimiento cheese. Topped with crumbled bacon.,6.29,Active,"Activate, Deactivate, Feature, Edit",1,"Newk's BBQ Kettle Chips, Newk's Jalapeño Kettle Chips, Newk's Original Kettle Chips, Fresh Fruit, Cole Slaw, Pasta, Tippah County Caviar, Baked Lays, Cheetos, Doritos, Sun Chips,No Side","Side:6.29, Entrée:8.29",,,,,
Bowl of Soup and Half Salad or Bowl Fresh Fruit Pairings,Newks Eatery,All Day,Pairings,"Pick from your choice of our half Simply salad, half Caesar salad, half Greek salad or Fresh Fruit Bowl served with a savory bowl of your choice from our soups of the day. Soup offerings change daily.",8.59,Active,"Activate, Deactivate, Feature, Edit",0,,,"Bowl Broccoli & Cheese (Mon & Fri), Bowl Lobster & Crab Bisque (Tues, Wed, & Sun), Bowl Loaded Potato (Tues, Thurs, & Sat), Bowl Tomato Basil (Tues, Thurs, & Sat), Bowl Chicken Tortilla (Wed & Sun), Bowl Wild Mushroom (Wed, Fri, & Sun), Bowl Thai Chicken (Tues, Thurs, & Sat), Bowl Fire Roasted Tomato (Mon & Fri), Bowl Beef Chili (Wed & Sat), Bowl Chicken Sausage, Gumbo (Mon, Fri, & Sun), Bowl Steak, Roasted Vegetable & Farro (Mon & Thurs)","Half Greek Salad, Bowl Fresh Fruit, Half Caesar Salad, Half Simply Salad",,,
Full Mac & Cheese Pairings,Newks Eatery,All Day,Pairings,"Select our five cheese mac entree or six cheese with pimiento and bacon mac (for an additional charge). Add a cup of soup, half Simply salad, half Caesar salad, half Greek salad or Fresh Fruit Bowl. Soup selections change daily.",11.39,Active,"Activate, Deactivate, Feature, Edit",0,,,"Mac & Cheese, Pimiento Mac & Cheese:1.00","Half Greek Salad, Bowl Fresh Fruit, Half Caesar Salad, Half Simply Salad, Cup Broccoli&Cheese (Mon & Fri), Cup Lobster & Crab Bisque (Tues, Wed, & Sun), Cup Loaded Potato (Tues, Thurs, & Sat), Cup Tomato Basil (Tues, Thurs, & Sat), Cup of Chicken Tortilla (Wed & Sun), Cup Wild Mushroom (Wed, Fri, & Sun), Cup Thai Chicken (Tues, Thurs, & Sat), Cup Fire Roasted Tomato (Mon & Fri), Cup Beef Chili (Wed & Sat), Cup Chicken & Sausage Gumbo (Mon, Fri, & Sun), Cup Steak, Roasted Vegetable & Farro (Mon & Thurs)",,,
